/home/jsolorzano/work/kf_fastqs
/home/jsolorzano/work/kf_fastqs
Started analysis of PDAC200Tkf1_fwd.fq.gz
Started analysis of PDAC200Tkf1_rev.fq.gz
Started analysis of PDAC201T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC201T_F8-9kf1_rev.fq.gz
Started analysis of PDAC201Tkf1_fwd.fq.gz
Started analysis of PDAC201Tkf1_rev.fq.gz
Started analysis of PDAC202T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC202T_F8-9kf1_rev.fq.gz
Started analysis of PDAC202Tkf1_fwd.fq.gz
Started analysis of PDAC202Tkf1_rev.fq.gz
Started analysis of PDAC203T_F8-9kf1_fwd.fq.gz
Started analysis of PDAC203T_F8-9kf1_rev.fq.gz
Started analysis of PDAC203Tkf1_fwd.fq.gz
Started analysis of PDAC203Tkf1_rev.fq.gz
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC211Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC212T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC213Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC214Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC215Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC216Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC217Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC218Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC219Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC220Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC221Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC222Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC223Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC224Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC225Tkf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_rev_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226T_F8-9kf1_rev.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_fwd_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_fwd_fastqc.zip'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_fwd.fq.gz'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_rev_fastqc.html'
[INFO   ]         multiqc : Searching '/home/jsolorzano/work/kf_fastqs/sortmerna/out/rRNAfree/PDAC226Tkf1_rev_fastqc.zip'
